page_id	recovery_url_id	source_layer	url_id	registry_id	entity_name	candidate_class	final_url	captured_at	page_role	title	meta_description	h1	heading_structure_summary	breadcrumb_summary	marketplace_scope	ai_llm_scope	user_jobs	data_scope	capability_claims	action_boundary_claims	integrations	pricing_availability	cta	proof_trust_cases	faq_subtopics	author_freshness	internal_link_pattern	structured_data_observed	evidence_locator	claim_confidence	octoport_overlap	octoport_difference	notes
M4B1R2P00052	M4B1R2U00073	R2_NAVIGATION_DELTA		REG018	Kt Team	RELEVANT_ONE_OFF_PRODUCT_VENDOR	https://www.kt-team.ru/blog-lists/ai-articles	2026-09-18T10:07:28.974Z	ARTICLE_GUIDE	Блог о трендах и решениях в IT	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	COMPETITOR_CLAIM: NOT_OBSERVED_IN_CAPTURE	COMPETITOR_CLAIM: READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	LINK_TREE_ENUMERATION_RESIDUAL	NOT_OBSERVED_IN_CAPTURE	https://www.kt-team.ru/blog-lists/ai-articles ; PUBLIC_WEB_EXACT_URL_OPEN ; captured 2026-09-18T10:07:28.974Z	MEDIUM	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor positioning is not an Octoport product fact or demand proof	DELTA; claims remain COMPETITOR_CLAIM; child link enumeration recovery required
M4B1R2P00053	M4B1R2U00081	R2_NAVIGATION_DELTA		REG018	Kt Team	RELEVANT_ONE_OFF_PRODUCT_VENDOR	https://www.kt-team.ru/cases/ai	2026-09-18T10:07:28.974Z	CASE_OR_PROOF_PAGE	Кейсы проектов по теме «AI»	NOT_OBSERVED_IN_CAPTURE	AI SDLC-контур для Fix Price	H1 AI SDLC-контур для Fix Price | H2/H3 AI-мониторинг рынка жилья для Стройтехсервиса | H2/H3 AI-распознавание составов по штрихкоду | H2/H3 LLM-классификация тикетов: один из топ-3 девелоперов РФ | H2/H3 OSNO-VA: ИИ-бухгалтер | H2/H3 OSNO-VA: финансовый агент на MCP | H2/H3 Sloy: память для AI-агентов | H2/H3 Автопроверка пакетов документов | H2/H3 Графики проектирования: один из топ-3 девелоперов РФ | H2/H3 Кастомные модули Akeneo для доставки | H2/H3 Кейс агротех-компании - API и цифровой агент | H2/H3 Кейсы: AI | H2/H3 Клиенты и партнеры | H2/H3 Разобрать похожую задачу: Кейсы: AI	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	AI_AGENT_OR_ASSISTANT	REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | INTEGRATION_CONNECTION | AI_OR_DIGITAL_HELPER	ADS | FINANCE	COMPETITOR_CLAIM: REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | INTEGRATION_CONNECTION | AI_OR_DIGITAL_HELPER	COMPETITOR_CLAIM: READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	AI_AGENT_OR_ASSISTANT	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	SAME_ENTITY_LINKS_ENUMERATED=121	NOT_OBSERVED_IN_CAPTURE	https://www.kt-team.ru/cases/ai ; PUBLIC_PAGE_READER_WITH_OPERA_FALLBACK ; captured 2026-09-18T10:07:28.974Z	HIGH	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor positioning is not an Octoport product fact or demand proof	DELTA; claims remain COMPETITOR_CLAIM; page terminal
M4B1R2P00054	M4B1R2U00088	R2_NAVIGATION_DELTA		REG018	Kt Team	RELEVANT_ONE_OFF_PRODUCT_VENDOR	https://www.kt-team.ru/cases/ecommerce	2026-09-18T10:07:28.974Z	CASE_OR_PROOF_PAGE	Кейсы проектов по теме «eCommerce»	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	COMPETITOR_CLAIM: NOT_OBSERVED_IN_CAPTURE	COMPETITOR_CLAIM: READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	CASES_OR_TESTIMONIALS	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	LINK_TREE_ENUMERATION_RESIDUAL	NOT_OBSERVED_IN_CAPTURE	https://www.kt-team.ru/cases/ecommerce ; PUBLIC_WEB_EXACT_URL_OPEN ; captured 2026-09-18T10:07:28.974Z	MEDIUM	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor positioning is not an Octoport product fact or demand proof	DELTA; claims remain COMPETITOR_CLAIM; child link enumeration recovery required
M4B1R2P00055	M4B1R2U00109	R2_NAVIGATION_DELTA		REG018	Kt Team	RELEVANT_ONE_OFF_PRODUCT_VENDOR	https://www.kt-team.ru/product-pages/ai-agent-for-ecommerce	2026-09-18T10:07:28.974Z	PRODUCT_OR_SERVICE_PAGE	ИИ-агент для eCommerce	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	AI_AGENT_OR_ASSISTANT	AI_OR_DIGITAL_HELPER	NOT_OBSERVED_IN_CAPTURE	COMPETITOR_CLAIM: AI_OR_DIGITAL_HELPER	COMPETITOR_CLAIM: READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	AI_AGENT_OR_ASSISTANT	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	LINK_TREE_ENUMERATION_RESIDUAL	NOT_OBSERVED_IN_CAPTURE	https://www.kt-team.ru/product-pages/ai-agent-for-ecommerce ; PUBLIC_WEB_EXACT_URL_OPEN ; captured 2026-09-18T10:07:28.974Z	MEDIUM	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor positioning is not an Octoport product fact or demand proof	DELTA; claims remain COMPETITOR_CLAIM; child link enumeration recovery required
M4B1R2P00056	M4B1R2U00110	R2_NAVIGATION_DELTA		REG018	Kt Team	RELEVANT_ONE_OFF_PRODUCT_VENDOR	https://www.kt-team.ru/product-pages/ai-assistant-interviews	2026-09-18T10:07:28.974Z	PRODUCT_OR_SERVICE_PAGE	ИИ ассистент для собеседований — автоматизация первичных интервью	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	AI_AGENT_OR_ASSISTANT	AI_OR_DIGITAL_HELPER	NOT_OBSERVED_IN_CAPTURE	COMPETITOR_CLAIM: AI_OR_DIGITAL_HELPER	COMPETITOR_CLAIM: WRITE_OR_AUTOMATION_COMPETITOR_CLAIM	AI_AGENT_OR_ASSISTANT	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	LINK_TREE_ENUMERATION_RESIDUAL	NOT_OBSERVED_IN_CAPTURE	https://www.kt-team.ru/product-pages/ai-assistant-interviews ; PUBLIC_WEB_EXACT_URL_OPEN ; captured 2026-09-18T10:07:28.974Z	MEDIUM	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor write-back/automation claim beyond Octoport read/analysis launch boundary	DELTA; claims remain COMPETITOR_CLAIM; child link enumeration recovery required
M4B1R2P00057	M4B1R2U00111	R2_NAVIGATION_DELTA		REG018	Kt Team	RELEVANT_ONE_OFF_PRODUCT_VENDOR	https://www.kt-team.ru/product-pages/ai-for-b2b	2026-09-18T10:07:28.974Z	PRODUCT_OR_SERVICE_PAGE	ИИ для B2B - автоматизация продаж, операций и документооборота	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	SALES	COMPETITOR_CLAIM: NOT_OBSERVED_IN_CAPTURE	COMPETITOR_CLAIM: WRITE_OR_AUTOMATION_COMPETITOR_CLAIM	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	LINK_TREE_ENUMERATION_RESIDUAL	NOT_OBSERVED_IN_CAPTURE	https://www.kt-team.ru/product-pages/ai-for-b2b ; PUBLIC_WEB_EXACT_URL_OPEN ; captured 2026-09-18T10:07:28.974Z	MEDIUM	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor write-back/automation claim beyond Octoport read/analysis launch boundary	DELTA; claims remain COMPETITOR_CLAIM; child link enumeration recovery required
M4B1R2P00058	M4B1R2U00116	R2_NAVIGATION_DELTA		REG018	Kt Team	RELEVANT_ONE_OFF_PRODUCT_VENDOR	https://www.kt-team.ru/product-pages/lingo-ai-product-descriptions	2026-09-18T10:07:28.974Z	PRODUCT_OR_SERVICE_PAGE	LINGO для описаний товаров	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	PRODUCT_CARD_OR_CONTENT	NOT_OBSERVED_IN_CAPTURE	COMPETITOR_CLAIM: PRODUCT_CARD_OR_CONTENT	COMPETITOR_CLAIM: READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	LINK_TREE_ENUMERATION_RESIDUAL	NOT_OBSERVED_IN_CAPTURE	https://www.kt-team.ru/product-pages/lingo-ai-product-descriptions ; PUBLIC_WEB_EXACT_URL_OPEN ; captured 2026-09-18T10:07:28.974Z	MEDIUM	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor positioning is not an Octoport product fact or demand proof	DELTA; claims remain COMPETITOR_CLAIM; child link enumeration recovery required
M4B1R2P00059	M4B1R2U00121	R2_NAVIGATION_DELTA		REG018	Kt Team	RELEVANT_ONE_OFF_PRODUCT_VENDOR	https://www.kt-team.ru/solutions/ai-for-business	2026-09-18T10:07:28.974Z	PRODUCT_OR_SERVICE_PAGE	Внедрение ИИ-платформ для среднего и крупного бизнеса	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	COMPETITOR_CLAIM: NOT_OBSERVED_IN_CAPTURE	COMPETITOR_CLAIM: READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	LINK_TREE_ENUMERATION_RESIDUAL	NOT_OBSERVED_IN_CAPTURE	https://www.kt-team.ru/solutions/ai-for-business ; PUBLIC_WEB_EXACT_URL_OPEN ; captured 2026-09-18T10:07:28.974Z	MEDIUM	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor positioning is not an Octoport product fact or demand proof	DELTA; claims remain COMPETITOR_CLAIM; child link enumeration recovery required
M4B1R2P00060	M4B1R2U00122	R2_NAVIGATION_DELTA		REG018	Kt Team	RELEVANT_ONE_OFF_PRODUCT_VENDOR	https://www.kt-team.ru/solutions/ai-for-business/ai-corporate-rules-helper	2026-09-18T10:07:28.974Z	HELP_FAQ_PAGE	ИИ-помощник по корпоративным регламентам	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER	NOT_OBSERVED_IN_CAPTURE	COMPETITOR_CLAIM: SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER	COMPETITOR_CLAIM: READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	LINK_TREE_ENUMERATION_RESIDUAL	NOT_OBSERVED_IN_CAPTURE	https://www.kt-team.ru/solutions/ai-for-business/ai-corporate-rules-helper ; PUBLIC_WEB_EXACT_URL_OPEN ; captured 2026-09-18T10:07:28.974Z	MEDIUM	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor positioning is not an Octoport product fact or demand proof	DELTA; claims remain COMPETITOR_CLAIM; child link enumeration recovery required
M4B1R2P00061	M4B1R2U00123	R2_NAVIGATION_DELTA		REG018	Kt Team	RELEVANT_ONE_OFF_PRODUCT_VENDOR	https://www.kt-team.ru/solutions/ai-for-business/ai-for-procurement-best-practices	2026-09-18T10:07:28.974Z	PRODUCT_OR_SERVICE_PAGE	ИИ для закупок: разбор коммерческих предложений	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	COMPETITOR_CLAIM: NOT_OBSERVED_IN_CAPTURE	COMPETITOR_CLAIM: READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	LINK_TREE_ENUMERATION_RESIDUAL	NOT_OBSERVED_IN_CAPTURE	https://www.kt-team.ru/solutions/ai-for-business/ai-for-procurement-best-practices ; PUBLIC_WEB_EXACT_URL_OPEN ; captured 2026-09-18T10:07:28.974Z	MEDIUM	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor positioning is not an Octoport product fact or demand proof	DELTA; claims remain COMPETITOR_CLAIM; child link enumeration recovery required
M4B1R2P00062	M4B1R2U00124	R2_NAVIGATION_DELTA		REG018	Kt Team	RELEVANT_ONE_OFF_PRODUCT_VENDOR	https://www.kt-team.ru/solutions/ai-for-business/ai-meeting-protocol	2026-09-18T10:07:28.974Z	PRODUCT_OR_SERVICE_PAGE	ИИ-протокол встреч: расшифровка, решения и аналитика звонков	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	SELLER_ANALYTICS	NOT_OBSERVED_IN_CAPTURE	COMPETITOR_CLAIM: SELLER_ANALYTICS	COMPETITOR_CLAIM: READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	LINK_TREE_ENUMERATION_RESIDUAL	NOT_OBSERVED_IN_CAPTURE	https://www.kt-team.ru/solutions/ai-for-business/ai-meeting-protocol ; PUBLIC_WEB_EXACT_URL_OPEN ; captured 2026-09-18T10:07:28.974Z	MEDIUM	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor positioning is not an Octoport product fact or demand proof	DELTA; claims remain COMPETITOR_CLAIM; child link enumeration recovery required
M4B1R2P00063	M4B1R2U00125	R2_NAVIGATION_DELTA		REG018	Kt Team	RELEVANT_ONE_OFF_PRODUCT_VENDOR	https://www.kt-team.ru/solutions/ai-for-business/ai-tender-support	2026-09-18T10:07:28.974Z	HELP_FAQ_PAGE	ИИ для тендеров: поиск, проверка требований и подготовка участия	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	COMPETITOR_CLAIM: NOT_OBSERVED_IN_CAPTURE	COMPETITOR_CLAIM: READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	LINK_TREE_ENUMERATION_RESIDUAL	NOT_OBSERVED_IN_CAPTURE	https://www.kt-team.ru/solutions/ai-for-business/ai-tender-support ; PUBLIC_WEB_EXACT_URL_OPEN ; captured 2026-09-18T10:07:28.974Z	MEDIUM	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor positioning is not an Octoport product fact or demand proof	DELTA; claims remain COMPETITOR_CLAIM; child link enumeration recovery required
M4B1R2P00064	M4B1R2U00126	R2_NAVIGATION_DELTA		REG018	Kt Team	RELEVANT_ONE_OFF_PRODUCT_VENDOR	https://www.kt-team.ru/solutions/ai-for-business/geo-optimizaciya-sayta	2026-09-18T10:07:28.974Z	PRODUCT_OR_SERVICE_PAGE	GEO-оптимизация сайта: продвижение в нейросетях и ИИ-поиске	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	AI_AGENT_OR_ASSISTANT	AI_OR_DIGITAL_HELPER	NOT_OBSERVED_IN_CAPTURE	COMPETITOR_CLAIM: AI_OR_DIGITAL_HELPER	COMPETITOR_CLAIM: READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	AI_AGENT_OR_ASSISTANT	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	LINK_TREE_ENUMERATION_RESIDUAL	NOT_OBSERVED_IN_CAPTURE	https://www.kt-team.ru/solutions/ai-for-business/geo-optimizaciya-sayta ; PUBLIC_WEB_EXACT_URL_OPEN ; captured 2026-09-18T10:07:28.974Z	MEDIUM	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor positioning is not an Octoport product fact or demand proof	DELTA; claims remain COMPETITOR_CLAIM; child link enumeration recovery required
M4B1R2P00065	M4B1R2U00129	R2_NAVIGATION_DELTA		REG018	Kt Team	RELEVANT_ONE_OFF_PRODUCT_VENDOR	https://www.kt-team.ru/solutions/e-commerce	2026-09-18T10:07:28.974Z	PRODUCT_OR_SERVICE_PAGE	E-commerce разработка под ключ	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	COMPETITOR_CLAIM: NOT_OBSERVED_IN_CAPTURE	COMPETITOR_CLAIM: READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	LINK_TREE_ENUMERATION_RESIDUAL	NOT_OBSERVED_IN_CAPTURE	https://www.kt-team.ru/solutions/e-commerce ; PUBLIC_WEB_EXACT_URL_OPEN ; captured 2026-09-18T10:07:28.974Z	MEDIUM	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor positioning is not an Octoport product fact or demand proof	DELTA; claims remain COMPETITOR_CLAIM; child link enumeration recovery required
M4B1R2P00066	M4B1R2U00147	R2_NAVIGATION_DELTA		REG019	Legasoft	RECURRING_PRODUCT_VENDOR	https://legasoft.ru/about/blog/marketpleysy/	2026-09-18T10:07:28.974Z	ARTICLE_GUIDE	Маркетплейсы	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	WILDBERRIES	NOT_OBSERVED_IN_CAPTURE	REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	ORDERS | SALES | ADS | REVIEWS	COMPETITOR_CLAIM: REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	COMPETITOR_CLAIM: WRITE_OR_AUTOMATION_COMPETITOR_CLAIM	WILDBERRIES	PUBLIC_PRICE_OR_TRIAL_MENTION	TRY | REGISTER | CONNECT | BUY_OR_LEAD	CASES_OR_TESTIMONIALS | SECURITY_CLAIM	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	LINK_TREE_ENUMERATION_RESIDUAL	NOT_OBSERVED_IN_CAPTURE	https://legasoft.ru/about/blog/marketpleysy/ ; PUBLIC_WEB_EXACT_URL_OPEN ; captured 2026-09-18T10:07:28.974Z	HIGH	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor write-back/automation claim beyond Octoport read/analysis launch boundary	DELTA; claims remain COMPETITOR_CLAIM; child link enumeration recovery required
M4B1R2P00067	M4B1R2U00176	R2_NAVIGATION_DELTA		REG019	Legasoft	RECURRING_PRODUCT_VENDOR	https://legasoft.ru/marketplace/	2026-09-18T10:07:28.974Z	PUBLIC_ENTITY_PAGE	Сайт	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	COMPETITOR_CLAIM: NOT_OBSERVED_IN_CAPTURE	COMPETITOR_CLAIM: READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	SAME_ENTITY_LINKS_ENUMERATED=1	NOT_OBSERVED_IN_CAPTURE	https://legasoft.ru/marketplace/ ; PUBLIC_PAGE_READER_WITH_OPERA_FALLBACK ; captured 2026-09-18T10:07:28.974Z	MEDIUM	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor positioning is not an Octoport product fact or demand proof	DELTA; claims remain COMPETITOR_CLAIM; page terminal
M4B1R2P00068	M4B1R2U00177	R2_NAVIGATION_DELTA		REG019	Legasoft	RECURRING_PRODUCT_VENDOR	https://legasoft.ru/services/rabota-s-marketpleysami/soprovozhdenie-na-wildberries/	2026-09-18T10:07:28.974Z	PRODUCT_OR_SERVICE_PAGE	Поможем промаркировать одежду и текстиль. Регистрация в Честном знаке, настройка ЭДО, выпуск PDF-марок от 2 ₽. Партнёр 1С.	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	COMPETITOR_CLAIM: NOT_OBSERVED_IN_CAPTURE	COMPETITOR_CLAIM: READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	NOT_OBSERVED_IN_CAPTURE	PUBLIC_PRICE_OR_TRIAL_MENTION	REGISTER	API_OR_PARTNER_CLAIM	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	SAME_ENTITY_LINKS_ENUMERATED=53	NOT_OBSERVED_IN_CAPTURE	https://legasoft.ru/services/rabota-s-marketpleysami/soprovozhdenie-na-wildberries/ ; PUBLIC_PAGE_READER_WITH_OPERA_FALLBACK ; captured 2026-09-18T10:07:28.974Z	MEDIUM	Seller analytics/help/AI/task vocabulary; competitor evidence only	Competitor positioning is not an Octoport product fact or demand proof	DELTA; claims remain COMPETITOR_CLAIM; page terminal
