recovery_url_id	initial_delta_id	registry_id	entity_name	candidate_class	scope_policy	raw_url	normalized_comparison_url	discovery_source_url	discovery_source_recovery_id	discovery_depth	initial_preclassification_hint	scope_disposition	redirect_chain	final_url	declared_canonical	terminal_state	captured_at	evidence_capture_method	http_or_tool_observation	residual_recovery_required	notes
M4B1R2U00011	M4B1D0011	REG011	Ilai	RECURRING_PRODUCT_VENDOR	THEME_SCOPED_PUBLIC_TAXONOMY	https://seller.ilai.io/software-info	https://seller.ilai.io/software-info	OPERA_NAVIGATION_ENUMERATION_2026-09-18		0	AUTH_OR_PRIVATE_CANDIDATE	AUTH_REQUIRED	NONE_OBSERVED	https://seller.ilai.io/software-info	NOT_OBSERVED_IN_CAPTURE	AUTH_REQUIRED		CLASSIFICATION_WITHOUT_PAGE_CAPTURE	AUTH_REQUIRED	false	Authentication/registration/private application surface; not public product evidence.
M4B1R2U00012	M4B1D0012	REG012	Infosell	RELEVANT_ONE_OFF_PRODUCT_VENDOR	THEME_SCOPED_PUBLIC_TAXONOMY	https://infosell.tech/dashboard	https://infosell.tech/dashboard	OPERA_NAVIGATION_ENUMERATION_2026-09-18		0	NEEDS_SCOPE_CLASSIFICATION	IN_SCOPE	NONE_OBSERVED	https://infosell.tech/dashboard	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T10:07:28.974Z	PUBLIC_WEB_EXACT_URL_OPEN	PUBLIC_PAGE_READABLE	false	Admitted by frozen entity scope policy and requires public-page terminalization.
M4B1R2U00013	M4B1D0013	REG012	Infosell	RELEVANT_ONE_OFF_PRODUCT_VENDOR	THEME_SCOPED_PUBLIC_TAXONOMY	https://infosell.tech/dashboard/assistant	https://infosell.tech/dashboard/assistant	OPERA_NAVIGATION_ENUMERATION_2026-09-18		0	NEEDS_SCOPE_CLASSIFICATION	IN_SCOPE	NONE_OBSERVED	https://infosell.tech/dashboard/assistant	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T10:07:28.974Z	PUBLIC_WEB_EXACT_URL_OPEN	PUBLIC_PAGE_READABLE	true	Admitted by frozen entity scope policy and requires public-page terminalization.; PAGE_TERMINAL_BUT_CHILD_LINK_TREE_NOT_FULLY_ENUMERATED_DUE_EXECUTION_ENVIRONMENT
M4B1R2U00014	M4B1D0014	REG012	Infosell	RELEVANT_ONE_OFF_PRODUCT_VENDOR	THEME_SCOPED_PUBLIC_TAXONOMY	https://infosell.tech/dashboard/balance	https://infosell.tech/dashboard/balance	OPERA_NAVIGATION_ENUMERATION_2026-09-18		0	NEEDS_SCOPE_CLASSIFICATION	IN_SCOPE	NONE_OBSERVED	https://infosell.tech/dashboard/balance	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T10:07:28.974Z	PUBLIC_WEB_EXACT_URL_OPEN	PUBLIC_PAGE_READABLE	true	Admitted by frozen entity scope policy and requires public-page terminalization.; PAGE_TERMINAL_BUT_CHILD_LINK_TREE_NOT_FULLY_ENUMERATED_DUE_EXECUTION_ENVIRONMENT
M4B1R2U00015	M4B1D0015	REG012	Infosell	RELEVANT_ONE_OFF_PRODUCT_VENDOR	THEME_SCOPED_PUBLIC_TAXONOMY	https://infosell.tech/dashboard/finassistant	https://infosell.tech/dashboard/finassistant	OPERA_NAVIGATION_ENUMERATION_2026-09-18		0	NEEDS_SCOPE_CLASSIFICATION	IN_SCOPE	NONE_OBSERVED	https://infosell.tech/dashboard/finassistant	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T10:07:28.974Z	PUBLIC_WEB_EXACT_URL_OPEN	PUBLIC_PAGE_READABLE	true	Admitted by frozen entity scope policy and requires public-page terminalization.; PAGE_TERMINAL_BUT_CHILD_LINK_TREE_NOT_FULLY_ENUMERATED_DUE_EXECUTION_ENVIRONMENT
M4B1R2U00016	M4B1D0016	REG012	Infosell	RELEVANT_ONE_OFF_PRODUCT_VENDOR	THEME_SCOPED_PUBLIC_TAXONOMY	https://infosell.tech/dashboard/generate/analyze-infographic	https://infosell.tech/dashboard/generate/analyze-infographic	OPERA_NAVIGATION_ENUMERATION_2026-09-18		0	NEEDS_SCOPE_CLASSIFICATION	IN_SCOPE	NONE_OBSERVED	https://infosell.tech/dashboard/generate/analyze-infographic	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T10:07:28.974Z	PUBLIC_WEB_EXACT_URL_OPEN	PUBLIC_PAGE_READABLE	true	Admitted by frozen entity scope policy and requires public-page terminalization.; PAGE_TERMINAL_BUT_CHILD_LINK_TREE_NOT_FULLY_ENUMERATED_DUE_EXECUTION_ENVIRONMENT
M4B1R2U00017	M4B1D0017	REG012	Infosell	RELEVANT_ONE_OFF_PRODUCT_VENDOR	THEME_SCOPED_PUBLIC_TAXONOMY	https://infosell.tech/dashboard/generate/banner	https://infosell.tech/dashboard/generate/banner	OPERA_NAVIGATION_ENUMERATION_2026-09-18		0	NEEDS_SCOPE_CLASSIFICATION	IN_SCOPE	NONE_OBSERVED	https://infosell.tech/dashboard/generate/banner	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T10:07:28.974Z	PUBLIC_WEB_EXACT_URL_OPEN	PUBLIC_PAGE_READABLE	true	Admitted by frozen entity scope policy and requires public-page terminalization.; PAGE_TERMINAL_BUT_CHILD_LINK_TREE_NOT_FULLY_ENUMERATED_DUE_EXECUTION_ENVIRONMENT
M4B1R2U00018	M4B1D0018	REG012	Infosell	RELEVANT_ONE_OFF_PRODUCT_VENDOR	THEME_SCOPED_PUBLIC_TAXONOMY	https://infosell.tech/dashboard/generate/card-audit	https://infosell.tech/dashboard/generate/card-audit	OPERA_NAVIGATION_ENUMERATION_2026-09-18		0	NEEDS_SCOPE_CLASSIFICATION	IN_SCOPE	NONE_OBSERVED	https://infosell.tech/dashboard/generate/card-audit	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T10:07:28.974Z	PUBLIC_PAGE_READER_WITH_OPERA_FALLBACK	PUBLIC_PAGE_READABLE	false	Admitted by frozen entity scope policy and requires public-page terminalization.
M4B1R2U00019	M4B1D0019	REG012	Infosell	RELEVANT_ONE_OFF_PRODUCT_VENDOR	THEME_SCOPED_PUBLIC_TAXONOMY	https://infosell.tech/dashboard/generate/card-build	https://infosell.tech/dashboard/generate/card-build	OPERA_NAVIGATION_ENUMERATION_2026-09-18		0	NEEDS_SCOPE_CLASSIFICATION	IN_SCOPE	NONE_OBSERVED	https://infosell.tech/dashboard/generate/card-build	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T10:07:28.974Z	PUBLIC_PAGE_READER_WITH_OPERA_FALLBACK	PUBLIC_PAGE_READABLE	false	Admitted by frozen entity scope policy and requires public-page terminalization.
M4B1R2U00020	M4B1D0020	REG012	Infosell	RELEVANT_ONE_OFF_PRODUCT_VENDOR	THEME_SCOPED_PUBLIC_TAXONOMY	https://infosell.tech/dashboard/generate/edit-infographic	https://infosell.tech/dashboard/generate/edit-infographic	OPERA_NAVIGATION_ENUMERATION_2026-09-18		0	NEEDS_SCOPE_CLASSIFICATION	IN_SCOPE	NONE_OBSERVED	https://infosell.tech/dashboard/generate/edit-infographic	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T10:07:28.974Z	PUBLIC_WEB_EXACT_URL_OPEN	PUBLIC_PAGE_READABLE	true	Admitted by frozen entity scope policy and requires public-page terminalization.; PAGE_TERMINAL_BUT_CHILD_LINK_TREE_NOT_FULLY_ENUMERATED_DUE_EXECUTION_ENVIRONMENT
M4B1R2U00021	M4B1D0021	REG012	Infosell	RELEVANT_ONE_OFF_PRODUCT_VENDOR	THEME_SCOPED_PUBLIC_TAXONOMY	https://infosell.tech/dashboard/generate/enhance-photo	https://infosell.tech/dashboard/generate/enhance-photo	OPERA_NAVIGATION_ENUMERATION_2026-09-18		0	NEEDS_SCOPE_CLASSIFICATION	IN_SCOPE	NONE_OBSERVED	https://infosell.tech/dashboard/generate/enhance-photo	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T10:07:28.974Z	PUBLIC_WEB_EXACT_URL_OPEN	PUBLIC_PAGE_READABLE	true	Admitted by frozen entity scope policy and requires public-page terminalization.; PAGE_TERMINAL_BUT_CHILD_LINK_TREE_NOT_FULLY_ENUMERATED_DUE_EXECUTION_ENVIRONMENT
M4B1R2U00022	M4B1D0022	REG012	Infosell	RELEVANT_ONE_OFF_PRODUCT_VENDOR	THEME_SCOPED_PUBLIC_TAXONOMY	https://infosell.tech/dashboard/generate/finassistant	https://infosell.tech/dashboard/generate/finassistant	OPERA_NAVIGATION_ENUMERATION_2026-09-18		0	NEEDS_SCOPE_CLASSIFICATION	IN_SCOPE	NONE_OBSERVED	https://infosell.tech/dashboard/generate/finassistant	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T10:07:28.974Z	PUBLIC_PAGE_READER_WITH_OPERA_FALLBACK	PUBLIC_PAGE_READABLE	false	Admitted by frozen entity scope policy and requires public-page terminalization.
M4B1R2U00023	M4B1D0023	REG012	Infosell	RELEVANT_ONE_OFF_PRODUCT_VENDOR	THEME_SCOPED_PUBLIC_TAXONOMY	https://infosell.tech/dashboard/generate/generate-photo	https://infosell.tech/dashboard/generate/generate-photo	OPERA_NAVIGATION_ENUMERATION_2026-09-18		0	NEEDS_SCOPE_CLASSIFICATION	IN_SCOPE	NONE_OBSERVED	https://infosell.tech/dashboard/generate/generate-photo	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T10:07:28.974Z	PUBLIC_WEB_EXACT_URL_OPEN	PUBLIC_PAGE_READABLE	true	Admitted by frozen entity scope policy and requires public-page terminalization.; PAGE_TERMINAL_BUT_CHILD_LINK_TREE_NOT_FULLY_ENUMERATED_DUE_EXECUTION_ENVIRONMENT
M4B1R2U00024	M4B1D0024	REG012	Infosell	RELEVANT_ONE_OFF_PRODUCT_VENDOR	THEME_SCOPED_PUBLIC_TAXONOMY	https://infosell.tech/dashboard/generate/images	https://infosell.tech/dashboard/generate/images	OPERA_NAVIGATION_ENUMERATION_2026-09-18		0	NEEDS_SCOPE_CLASSIFICATION	IN_SCOPE	NONE_OBSERVED	https://infosell.tech/dashboard/generate/images	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T10:07:28.974Z	PUBLIC_WEB_EXACT_URL_OPEN	PUBLIC_PAGE_READABLE	true	Admitted by frozen entity scope policy and requires public-page terminalization.; PAGE_TERMINAL_BUT_CHILD_LINK_TREE_NOT_FULLY_ENUMERATED_DUE_EXECUTION_ENVIRONMENT
M4B1R2U00025	M4B1D0025	REG012	Infosell	RELEVANT_ONE_OFF_PRODUCT_VENDOR	THEME_SCOPED_PUBLIC_TAXONOMY	https://infosell.tech/dashboard/generate/infographic	https://infosell.tech/dashboard/generate/infographic	OPERA_NAVIGATION_ENUMERATION_2026-09-18		0	NEEDS_SCOPE_CLASSIFICATION	IN_SCOPE	NONE_OBSERVED	https://infosell.tech/dashboard/generate/infographic	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T10:07:28.974Z	PUBLIC_WEB_EXACT_URL_OPEN	PUBLIC_PAGE_READABLE	true	Admitted by frozen entity scope policy and requires public-page terminalization.; PAGE_TERMINAL_BUT_CHILD_LINK_TREE_NOT_FULLY_ENUMERATED_DUE_EXECUTION_ENVIRONMENT
M4B1R2U00026	M4B1D0026	REG012	Infosell	RELEVANT_ONE_OFF_PRODUCT_VENDOR	THEME_SCOPED_PUBLIC_TAXONOMY	https://infosell.tech/dashboard/generate/logo	https://infosell.tech/dashboard/generate/logo	OPERA_NAVIGATION_ENUMERATION_2026-09-18		0	NEEDS_SCOPE_CLASSIFICATION	IN_SCOPE	NONE_OBSERVED	https://infosell.tech/dashboard/generate/logo	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T10:07:28.974Z	PUBLIC_WEB_EXACT_URL_OPEN	PUBLIC_PAGE_READABLE	true	Admitted by frozen entity scope policy and requires public-page terminalization.; PAGE_TERMINAL_BUT_CHILD_LINK_TREE_NOT_FULLY_ENUMERATED_DUE_EXECUTION_ENVIRONMENT
M4B1R2U00027	M4B1D0027	REG012	Infosell	RELEVANT_ONE_OFF_PRODUCT_VENDOR	THEME_SCOPED_PUBLIC_TAXONOMY	https://infosell.tech/dashboard/generate/photoshoot	https://infosell.tech/dashboard/generate/photoshoot	OPERA_NAVIGATION_ENUMERATION_2026-09-18		0	NEEDS_SCOPE_CLASSIFICATION	IN_SCOPE	NONE_OBSERVED	https://infosell.tech/dashboard/generate/photoshoot	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T10:07:28.974Z	PUBLIC_WEB_EXACT_URL_OPEN	PUBLIC_PAGE_READABLE	true	Admitted by frozen entity scope policy and requires public-page terminalization.; PAGE_TERMINAL_BUT_CHILD_LINK_TREE_NOT_FULLY_ENUMERATED_DUE_EXECUTION_ENVIRONMENT
M4B1R2U00028	M4B1D0028	REG012	Infosell	RELEVANT_ONE_OFF_PRODUCT_VENDOR	THEME_SCOPED_PUBLIC_TAXONOMY	https://infosell.tech/dashboard/generate/product-video	https://infosell.tech/dashboard/generate/product-video	OPERA_NAVIGATION_ENUMERATION_2026-09-18		0	NEEDS_SCOPE_CLASSIFICATION	IN_SCOPE	NONE_OBSERVED	https://infosell.tech/dashboard/generate/product-video	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T10:07:28.974Z	PUBLIC_WEB_EXACT_URL_OPEN	PUBLIC_PAGE_READABLE	true	Admitted by frozen entity scope policy and requires public-page terminalization.; PAGE_TERMINAL_BUT_CHILD_LINK_TREE_NOT_FULLY_ENUMERATED_DUE_EXECUTION_ENVIRONMENT
M4B1R2U00029	M4B1D0029	REG012	Infosell	RELEVANT_ONE_OFF_PRODUCT_VENDOR	THEME_SCOPED_PUBLIC_TAXONOMY	https://infosell.tech/dashboard/generate/rich-content	https://infosell.tech/dashboard/generate/rich-content	OPERA_NAVIGATION_ENUMERATION_2026-09-18		0	NEEDS_SCOPE_CLASSIFICATION	IN_SCOPE	NONE_OBSERVED	https://infosell.tech/dashboard/generate/rich-content	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T10:07:28.974Z	PUBLIC_WEB_EXACT_URL_OPEN	PUBLIC_PAGE_READABLE	true	Admitted by frozen entity scope policy and requires public-page terminalization.; PAGE_TERMINAL_BUT_CHILD_LINK_TREE_NOT_FULLY_ENUMERATED_DUE_EXECUTION_ENVIRONMENT
M4B1R2U00030	M4B1D0030	REG012	Infosell	RELEVANT_ONE_OFF_PRODUCT_VENDOR	THEME_SCOPED_PUBLIC_TAXONOMY	https://infosell.tech/dashboard/generate/seo-audit	https://infosell.tech/dashboard/generate/seo-audit	OPERA_NAVIGATION_ENUMERATION_2026-09-18		0	NEEDS_SCOPE_CLASSIFICATION	IN_SCOPE	NONE_OBSERVED	https://infosell.tech/dashboard/generate/seo-audit	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T10:07:28.974Z	PUBLIC_WEB_EXACT_URL_OPEN	PUBLIC_PAGE_READABLE	true	Admitted by frozen entity scope policy and requires public-page terminalization.; PAGE_TERMINAL_BUT_CHILD_LINK_TREE_NOT_FULLY_ENUMERATED_DUE_EXECUTION_ENVIRONMENT
M4B1R2U00031	M4B1D0031	REG012	Infosell	RELEVANT_ONE_OFF_PRODUCT_VENDOR	THEME_SCOPED_PUBLIC_TAXONOMY	https://infosell.tech/dashboard/generate/slides	https://infosell.tech/dashboard/generate/slides	OPERA_NAVIGATION_ENUMERATION_2026-09-18		0	NEEDS_SCOPE_CLASSIFICATION	IN_SCOPE	NONE_OBSERVED	https://infosell.tech/dashboard/generate/slides	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T10:07:28.974Z	PUBLIC_WEB_EXACT_URL_OPEN	PUBLIC_PAGE_READABLE	true	Admitted by frozen entity scope policy and requires public-page terminalization.; PAGE_TERMINAL_BUT_CHILD_LINK_TREE_NOT_FULLY_ENUMERATED_DUE_EXECUTION_ENVIRONMENT
M4B1R2U00032	M4B1D0032	REG012	Infosell	RELEVANT_ONE_OFF_PRODUCT_VENDOR	THEME_SCOPED_PUBLIC_TAXONOMY	https://infosell.tech/dashboard/generate/video	https://infosell.tech/dashboard/generate/video	OPERA_NAVIGATION_ENUMERATION_2026-09-18		0	NEEDS_SCOPE_CLASSIFICATION	IN_SCOPE	NONE_OBSERVED	https://infosell.tech/dashboard/generate/video	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T10:07:28.974Z	PUBLIC_WEB_EXACT_URL_OPEN	PUBLIC_PAGE_READABLE	true	Admitted by frozen entity scope policy and requires public-page terminalization.; PAGE_TERMINAL_BUT_CHILD_LINK_TREE_NOT_FULLY_ENUMERATED_DUE_EXECUTION_ENVIRONMENT
M4B1R2U00033	M4B1D0033	REG012	Infosell	RELEVANT_ONE_OFF_PRODUCT_VENDOR	THEME_SCOPED_PUBLIC_TAXONOMY	https://infosell.tech/dashboard/generations	https://infosell.tech/dashboard/generations	OPERA_NAVIGATION_ENUMERATION_2026-09-18		0	NEEDS_SCOPE_CLASSIFICATION	IN_SCOPE	NONE_OBSERVED	https://infosell.tech/dashboard/generations	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T10:07:28.974Z	PUBLIC_WEB_EXACT_URL_OPEN	PUBLIC_PAGE_READABLE	true	Admitted by frozen entity scope policy and requires public-page terminalization.; PAGE_TERMINAL_BUT_CHILD_LINK_TREE_NOT_FULLY_ENUMERATED_DUE_EXECUTION_ENVIRONMENT
M4B1R2U00034	M4B1D0034	REG012	Infosell	RELEVANT_ONE_OFF_PRODUCT_VENDOR	THEME_SCOPED_PUBLIC_TAXONOMY	https://infosell.tech/dashboard/history	https://infosell.tech/dashboard/history	OPERA_NAVIGATION_ENUMERATION_2026-09-18		0	NEEDS_SCOPE_CLASSIFICATION	IN_SCOPE	NONE_OBSERVED	https://infosell.tech/dashboard/history	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T10:07:28.974Z	PUBLIC_WEB_EXACT_URL_OPEN	PUBLIC_PAGE_READABLE	true	Admitted by frozen entity scope policy and requires public-page terminalization.; PAGE_TERMINAL_BUT_CHILD_LINK_TREE_NOT_FULLY_ENUMERATED_DUE_EXECUTION_ENVIRONMENT
M4B1R2U00035	M4B1D0035	REG012	Infosell	RELEVANT_ONE_OFF_PRODUCT_VENDOR	THEME_SCOPED_PUBLIC_TAXONOMY	https://infosell.tech/dashboard/referrals	https://infosell.tech/dashboard/referrals	OPERA_NAVIGATION_ENUMERATION_2026-09-18		0	NEEDS_SCOPE_CLASSIFICATION	IN_SCOPE	NONE_OBSERVED	https://infosell.tech/dashboard/referrals	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T10:07:28.974Z	PUBLIC_WEB_EXACT_URL_OPEN	PUBLIC_PAGE_READABLE	true	Admitted by frozen entity scope policy and requires public-page terminalization.; PAGE_TERMINAL_BUT_CHILD_LINK_TREE_NOT_FULLY_ENUMERATED_DUE_EXECUTION_ENVIRONMENT
M4B1R2U00036	M4B1D0036	REG012	Infosell	RELEVANT_ONE_OFF_PRODUCT_VENDOR	THEME_SCOPED_PUBLIC_TAXONOMY	https://infosell.tech/dashboard/reply-ai	https://infosell.tech/dashboard/reply-ai	OPERA_NAVIGATION_ENUMERATION_2026-09-18		0	NEEDS_SCOPE_CLASSIFICATION	IN_SCOPE	NONE_OBSERVED	https://infosell.tech/dashboard/reply-ai	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T10:07:28.974Z	PUBLIC_WEB_EXACT_URL_OPEN	PUBLIC_PAGE_READABLE	true	Admitted by frozen entity scope policy and requires public-page terminalization.; PAGE_TERMINAL_BUT_CHILD_LINK_TREE_NOT_FULLY_ENUMERATED_DUE_EXECUTION_ENVIRONMENT
M4B1R2U00037	M4B1D0037	REG012	Infosell	RELEVANT_ONE_OFF_PRODUCT_VENDOR	THEME_SCOPED_PUBLIC_TAXONOMY	https://infosell.tech/dashboard/team	https://infosell.tech/dashboard/team	OPERA_NAVIGATION_ENUMERATION_2026-09-18		0	NEEDS_SCOPE_CLASSIFICATION	IN_SCOPE	NONE_OBSERVED	https://infosell.tech/dashboard/team	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T10:07:28.974Z	PUBLIC_PAGE_READER_WITH_OPERA_FALLBACK	PUBLIC_PAGE_READABLE	false	Admitted by frozen entity scope policy and requires public-page terminalization.
