url_id	registry_id	entity_name	candidate_class	anchor_id	is_accepted_anchor	discovered_url	discovery_source_url	discovery_source_page_id	normalized_comparison_url	redirect_chain	final_url	declared_canonical	terminal_state	captured_at	scope_policy	link_text	evidence_capture_method	http_or_tool_observation	residual_recovery_required	notes
M4B1U0011	REG011	Ilai	RECURRING_PRODUCT_VENDOR	PAGE013	true	https://ilai.io/	M4A_ACCEPTED_ANCHOR	PAGE013	https://ilai.io	NONE_OBSERVED	https://ilai.io/	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T04:52:00.490Z	THEME_SCOPED_PUBLIC_TAXONOMY	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Public page captured	false	authority queries R06 | S01 | S03; ranks R06:3 | S01:3 | S03:9
M4B1U0012	REG012	Infosell	RELEVANT_ONE_OFF_PRODUCT_VENDOR	PAGE014	true	https://infosell.tech/	M4A_ACCEPTED_ANCHOR	PAGE014	https://infosell.tech	NONE_OBSERVED	https://infosell.tech/	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T04:52:00.490Z	THEME_SCOPED_PUBLIC_TAXONOMY	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Public page captured	false	authority queries R06; ranks R06:2
M4B1U0013	REG013	Insales	RECURRING_PRODUCT_VENDOR	PAGE015	true	https://www.insales.ru/blogs/university/kak-prodavat-na-wildberries	M4A_ACCEPTED_ANCHOR	PAGE015	https://www.insales.ru/blogs/university/kak-prodavat-na-wildberries	NONE_OBSERVED	https://www.insales.ru/blogs/university/kak-prodavat-na-wildberries	https://www.insales.ru/blogs/university/kak-prodavat-na-wildberries	INSPECTED	2026-09-18T04:59:26.436Z	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Public page captured	false	authority queries R11; ranks R11:15
M4B1U0014	REG013	Insales	RECURRING_PRODUCT_VENDOR	PAGE016	true	https://www.insales.ru/blogs/university/zapolneniya-kartochek-tovara-na-wildberries	M4A_ACCEPTED_ANCHOR	PAGE016	https://www.insales.ru/blogs/university/zapolneniya-kartochek-tovara-na-wildberries	NONE_OBSERVED	https://www.insales.ru/blogs/university/zapolneniya-kartochek-tovara-na-wildberries	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T04:52:00.490Z	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Public page captured	false	authority queries R07; ranks R07:13
M4B1U0015	REG014	Itgalaxy	RECURRING_PRODUCT_VENDOR	PAGE017	true	https://itgalaxy.company/ai-agent-wildberries-ozon/	M4A_ACCEPTED_ANCHOR	PAGE017	https://itgalaxy.company/ai-agent-wildberries-ozon	NONE_OBSERVED	https://itgalaxy.company/ai-agent-wildberries-ozon/	https://itgalaxy.companyai-agent-wildberries-ozon/	INSPECTED	2026-09-18T04:58:56.081Z	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Public page captured	false	authority queries S02 | S03; ranks S02:18 | S03:19
M4B1U0016	REG015	Jafo	RECURRING_PRODUCT_VENDOR	PAGE018	true	https://jafo.ru/	M4A_ACCEPTED_ANCHOR	PAGE018	https://jafo.ru	NONE_OBSERVED	https://jafo.ru/	https://jafo.ru/	INSPECTED	2026-09-18T04:55:31.039Z	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	M4A accepted ranking URL	BROWSER_FALLBACK	Recovered through browser fallback after public-reader failure	false	authority queries R02 | R03 | R06 | S01; ranks R02:10 | R03:8 | R06:20 | S01:18
M4B1U0017	REG015	Jafo	RECURRING_PRODUCT_VENDOR	PAGE019	true	https://jafo.ru/blog/ii-agent-dlya-ozon	M4A_ACCEPTED_ANCHOR	PAGE019	https://jafo.ru/blog/ii-agent-dlya-ozon	NONE_OBSERVED	https://jafo.ru/blog/ii-agent-dlya-ozon	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T05:12:11.016Z	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Public page captured	false	authority queries S02; ranks S02:6
M4B1U0018	REG015	Jafo	RECURRING_PRODUCT_VENDOR	PAGE020	true	https://jafo.ru/blog/ii-agent-dlya-wildberries	M4A_ACCEPTED_ANCHOR	PAGE020	https://jafo.ru/blog/ii-agent-dlya-wildberries	NONE_OBSERVED	https://jafo.ru/blog/ii-agent-dlya-wildberries	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T05:12:11.016Z	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Public page captured	false	authority queries S03; ranks S03:17
M4B1U0019	REG015	Jafo	RECURRING_PRODUCT_VENDOR	PAGE021	true	https://jafo.ru/blog/podklyuchit-claude-chatgpt-k-wildberries-ozon	M4A_ACCEPTED_ANCHOR	PAGE021	https://jafo.ru/blog/podklyuchit-claude-chatgpt-k-wildberries-ozon	NONE_OBSERVED	https://jafo.ru/blog/podklyuchit-claude-chatgpt-k-wildberries-ozon	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T05:12:11.016Z	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Public page captured	false	authority queries R01 | R02 | R03; ranks R01:2 | R02:1 | R03:1
M4B1U0020	REG016	Jvo	RECURRING_PRODUCT_VENDOR	PAGE022	true	https://jvo.ru/	M4A_ACCEPTED_ANCHOR	PAGE022	https://jvo.ru	NONE_OBSERVED	https://jvo.ru/	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T04:59:09.786Z	THEME_SCOPED_PUBLIC_TAXONOMY	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Public page captured	false	authority queries R08; ranks R08:10
M4B1U0021	REG016	Jvo	RECURRING_PRODUCT_VENDOR	PAGE023	true	https://jvo.ru/agent	M4A_ACCEPTED_ANCHOR	PAGE023	https://jvo.ru/agent	NONE_OBSERVED	https://jvo.ru/agent	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T05:12:11.016Z	THEME_SCOPED_PUBLIC_TAXONOMY	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Public page captured	false	authority queries S01; ranks S01:10
M4B1U0022	REG018	Kt Team	RELEVANT_ONE_OFF_PRODUCT_VENDOR	PAGE026	true	https://www.kt-team.ru/product-pages/ai-agents-marketplaces	M4A_ACCEPTED_ANCHOR	PAGE026	https://www.kt-team.ru/product-pages/ai-agents-marketplaces	NONE_OBSERVED	https://www.kt-team.ru/product-pages/ai-agents-marketplaces	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T04:59:09.788Z	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Public page captured	false	authority queries S01; ranks S01:7
M4B1U0023	REG019	Legasoft	RECURRING_PRODUCT_VENDOR	PAGE027	true	https://legasoft.ru/about/blog/marketpleysy/avtomatizatsiya-planirovaniya-postavok-s-pomoshchyu-iskusstvennogo-intellekta/	M4A_ACCEPTED_ANCHOR	PAGE027	https://legasoft.ru/about/blog/marketpleysy/avtomatizatsiya-planirovaniya-postavok-s-pomoshchyu-iskusstvennogo-intellekta	NONE_OBSERVED	https://legasoft.ru/about/blog/marketpleysy/avtomatizatsiya-planirovaniya-postavok-s-pomoshchyu-iskusstvennogo-intellekta/	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T04:59:09.786Z	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Public page captured	false	authority queries R03; ranks R03:7
M4B1U0024	REG019	Legasoft	RECURRING_PRODUCT_VENDOR	PAGE028	true	https://legasoft.ru/about/blog/marketpleysy/kak-vybrat-nishu-v-wildberries-i-ne-oshibitsya-sovety-dlya-uspeshnogo-starta/	M4A_ACCEPTED_ANCHOR	PAGE028	https://legasoft.ru/about/blog/marketpleysy/kak-vybrat-nishu-v-wildberries-i-ne-oshibitsya-sovety-dlya-uspeshnogo-starta	NONE_OBSERVED	https://legasoft.ru/about/blog/marketpleysy/kak-vybrat-nishu-v-wildberries-i-ne-oshibitsya-sovety-dlya-uspeshnogo-starta/	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T05:12:11.016Z	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Public page captured	false	authority queries R10; ranks R10:20
M4B1U0025	REG020	Limescope	RECURRING_PRODUCT_VENDOR	PAGE029	true	https://limescope.ru/	M4A_ACCEPTED_ANCHOR	PAGE029	https://limescope.ru	NONE_OBSERVED	https://limescope.ru/	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T04:59:09.786Z	THEME_SCOPED_PUBLIC_TAXONOMY	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Public page captured	false	authority queries R04R1 | R08; ranks R04R1:7 | R08:14
M4B1U0026	REG021	Marketaut	RECURRING_PRODUCT_VENDOR	PAGE030	true	https://marketaut.ru/	M4A_ACCEPTED_ANCHOR	PAGE030	https://marketaut.ru	NONE_OBSERVED	https://marketaut.ru/	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T04:59:51.907Z	THEME_SCOPED_PUBLIC_TAXONOMY	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Public page captured	false	authority queries S01 | S02 | S03; ranks S01:15 | S02:14 | S03:8
M4B1U0027	REG022	Marpla	RECURRING_PRODUCT_VENDOR	PAGE031	true	https://marpla.ru/	M4A_ACCEPTED_ANCHOR	PAGE031	https://marpla.ru	NONE_OBSERVED	https://marpla.ru/	NOT_OBSERVED_IN_CAPTURE	EXECUTION_ENVIRONMENT_FAILURE	2026-09-18T04:55:34.407Z	THEME_SCOPED_PUBLIC_TAXONOMY	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Public reader internal error and browser navigation failure/no site-status evidence	true	authority queries R08; ranks R08:15
M4B1U0028	REG022	Marpla	RECURRING_PRODUCT_VENDOR	PAGE032	true	https://marpla.ru/blog/kak-iskat-klyuchevyye-slova-dlya-wildberries/	M4A_ACCEPTED_ANCHOR	PAGE032	https://marpla.ru/blog/kak-iskat-klyuchevyye-slova-dlya-wildberries	NONE_OBSERVED	https://marpla.ru/blog/kak-iskat-klyuchevyye-slova-dlya-wildberries/	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T05:12:11.016Z	THEME_SCOPED_PUBLIC_TAXONOMY	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Public page captured	false	authority queries R09; ranks R09:10
M4B1U0029	REG022	Marpla	RECURRING_PRODUCT_VENDOR	PAGE033	true	https://marpla.ru/blog/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries/	M4A_ACCEPTED_ANCHOR	PAGE033	https://marpla.ru/blog/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries	NONE_OBSERVED	https://marpla.ru/blog/kak-sozdat-i-oformit-kartochku-tovara-na-wildberries/	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T05:12:11.016Z	THEME_SCOPED_PUBLIC_TAXONOMY	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Public page captured	false	authority queries R07; ranks R07:10
M4B1U0030	REG022	Marpla	RECURRING_PRODUCT_VENDOR	PAGE034	true	https://marpla.ru/blog/trebovaniya-k-kartochkam-tovara-wildberries-pravila-zapolneniya/	M4A_ACCEPTED_ANCHOR	PAGE034	https://marpla.ru/blog/trebovaniya-k-kartochkam-tovara-wildberries-pravila-zapolneniya	NONE_OBSERVED	https://marpla.ru/blog/trebovaniya-k-kartochkam-tovara-wildberries-pravila-zapolneniya/	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T05:12:11.016Z	THEME_SCOPED_PUBLIC_TAXONOMY	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Public page captured	false	authority queries R07; ranks R07:19
M4B1U0031	REG023	Mayak	RECURRING_PRODUCT_VENDOR	PAGE035	true	https://mayak.bz/	M4A_ACCEPTED_ANCHOR	PAGE035	https://mayak.bz	NONE_OBSERVED	https://mayak.bz/	https://mayak.bz/	INSPECTED	2026-09-18T05:00:12.518Z	THEME_SCOPED_PUBLIC_TAXONOMY	M4A accepted ranking URL	BROWSER_FALLBACK	Recovered through browser fallback after public-reader failure	false	authority queries R04R1 | R06 | R08; ranks R04R1:1 | R06:15 | R08:1
M4B1U0032	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	PAGE036	true	https://www.moysklad.ru/poleznoe/marketplejsy/analitika-marketpleysov/	M4A_ACCEPTED_ANCHOR	PAGE036	https://www.moysklad.ru/poleznoe/marketplejsy/analitika-marketpleysov	NONE_OBSERVED	https://www.moysklad.ru/poleznoe/marketplejsy/analitika-marketpleysov/	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T04:59:51.907Z	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Public page captured	false	authority queries R08; ranks R08:17
M4B1U0033	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	PAGE037	true	https://www.moysklad.ru/poleznoe/marketplejsy/kak-nachat-prodavat-na-wildberries/	M4A_ACCEPTED_ANCHOR	PAGE037	https://www.moysklad.ru/poleznoe/marketplejsy/kak-nachat-prodavat-na-wildberries	NONE_OBSERVED	https://www.moysklad.ru/poleznoe/marketplejsy/kak-nachat-prodavat-na-wildberries/	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T05:12:11.016Z	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Public page captured	false	authority queries R11; ranks R11:13
M4B1U0034	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	PAGE038	true	https://www.moysklad.ru/poleznoe/marketplejsy/kartochka-tovara-na-wildberries/	M4A_ACCEPTED_ANCHOR	PAGE038	https://www.moysklad.ru/poleznoe/marketplejsy/kartochka-tovara-na-wildberries	NONE_OBSERVED	https://www.moysklad.ru/poleznoe/marketplejsy/kartochka-tovara-na-wildberries/	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T05:12:11.016Z	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Public page captured	false	authority queries R07; ranks R07:5
M4B1U0035	REG024	Moysklad	RECURRING_PRODUCT_VENDOR	PAGE039	true	https://www.moysklad.ru/poleznoe/marketplejsy/samye-prodavaemye-tovary-na-wildberries/	M4A_ACCEPTED_ANCHOR	PAGE039	https://www.moysklad.ru/poleznoe/marketplejsy/samye-prodavaemye-tovary-na-wildberries	NONE_OBSERVED	https://www.moysklad.ru/poleznoe/marketplejsy/samye-prodavaemye-tovary-na-wildberries/	NOT_OBSERVED_IN_CAPTURE	DYNAMIC_UNRESOLVED	2026-09-18T04:57:25.264Z	EVIDENCE_ANCHORED_RELEVANT_SUBTREE	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Public reader returned title/minimal body; browser fallback did not resolve content	true	authority queries R10; ranks R10:4
M4B1U0036	REG025	Mpboost	RECURRING_PRODUCT_VENDOR	PAGE040	true	https://mpboost.pro/analytics/	M4A_ACCEPTED_ANCHOR	PAGE040	https://mpboost.pro/analytics	NONE_OBSERVED	https://mpboost.pro/analytics/	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T04:59:51.907Z	THEME_SCOPED_PUBLIC_TAXONOMY	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Public page captured	false	authority queries R04R1 | R06 | R08; ranks R04R1:5 | R06:13 | R08:3
M4B1U0037	REG026	Mpfact	RECURRING_PRODUCT_VENDOR	PAGE041	true	https://mpfact.ru/	M4A_ACCEPTED_ANCHOR	PAGE041	https://mpfact.ru	NONE_OBSERVED	https://mpfact.ru/	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T04:59:51.907Z	THEME_SCOPED_PUBLIC_TAXONOMY	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Public page captured	false	authority queries R04R1 | R08; ranks R04R1:8 | R08:18
M4B1U0038	REG027	Mpmgr	RECURRING_PRODUCT_VENDOR	PAGE042	true	http://mpmgr.ru/	M4A_ACCEPTED_ANCHOR	PAGE042	http://mpmgr.ru	http://mpmgr.ru/ => https://mpmgr.ru/	https://mpmgr.ru/	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T05:00:38.781Z	THEME_SCOPED_PUBLIC_TAXONOMY	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Public page captured	false	authority queries R06; ranks R06:11
M4B1U0039	REG027	Mpmgr	RECURRING_PRODUCT_VENDOR	PAGE043	true	https://mpmgr.ru/blog/cards-seo/chastotnost-zaprosov-wildberries	M4A_ACCEPTED_ANCHOR	PAGE043	https://mpmgr.ru/blog/cards-seo/chastotnost-zaprosov-wildberries	NONE_OBSERVED	https://mpmgr.ru/blog/cards-seo/chastotnost-zaprosov-wildberries	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T05:12:11.016Z	THEME_SCOPED_PUBLIC_TAXONOMY	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Public page captured	false	authority queries R09; ranks R09:6
M4B1U0040	REG027	Mpmgr	RECURRING_PRODUCT_VENDOR	PAGE044	true	https://mpmgr.ru/blog/cards-seo/klyuchevye-slova-wildberries	M4A_ACCEPTED_ANCHOR	PAGE044	https://mpmgr.ru/blog/cards-seo/klyuchevye-slova-wildberries	NONE_OBSERVED	https://mpmgr.ru/blog/cards-seo/klyuchevye-slova-wildberries	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T05:12:11.016Z	THEME_SCOPED_PUBLIC_TAXONOMY	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Public page captured	false	authority queries R09; ranks R09:3
M4B1U0041	REG027	Mpmgr	RECURRING_PRODUCT_VENDOR	PAGE045	true	https://mpmgr.ru/blog/external-analytics/analiz-nishi-wildberries	M4A_ACCEPTED_ANCHOR	PAGE045	https://mpmgr.ru/blog/external-analytics/analiz-nishi-wildberries	NONE_OBSERVED	https://mpmgr.ru/blog/external-analytics/analiz-nishi-wildberries	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T05:12:11.016Z	THEME_SCOPED_PUBLIC_TAXONOMY	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Public page captured	false	authority queries R10; ranks R10:2
M4B1U0042	REG027	Mpmgr	RECURRING_PRODUCT_VENDOR	PAGE046	true	https://mpmgr.ru/blog/trends/mcp-ii-agenty-dlya-sellerov	M4A_ACCEPTED_ANCHOR	PAGE046	https://mpmgr.ru/blog/trends/mcp-ii-agenty-dlya-sellerov	NONE_OBSERVED	https://mpmgr.ru/blog/trends/mcp-ii-agenty-dlya-sellerov	NOT_OBSERVED_IN_CAPTURE	INSPECTED	2026-09-18T05:12:11.016Z	THEME_SCOPED_PUBLIC_TAXONOMY	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Public page captured	false	authority queries S01; ranks S01:14
M4B1U0043	REG028	Mpstats	RECURRING_PRODUCT_VENDOR	PAGE047	true	https://mpstats.io/	M4A_ACCEPTED_ANCHOR	PAGE047	https://mpstats.io	NONE_OBSERVED	https://mpstats.io/	NOT_OBSERVED_IN_CAPTURE	ROBOTS_OR_SITE_POLICY_BLOCKED	2026-09-18T05:00:28.863Z	THEME_SCOPED_PUBLIC_TAXONOMY	M4A accepted ranking URL	PUBLIC_PAGE_READER_WITH_BROWSER_FALLBACK	Site-served access block observed	true	authority queries R04R1 | R08; ranks R04R1:19 | R08:6
