page_id	url_id	registry_id	entity_name	candidate_class	final_url	captured_at	page_role	title	meta_description	h1	heading_structure_summary	breadcrumb_summary	marketplace_scope	ai_llm_scope	user_jobs	data_scope	capability_claims	action_boundary_claims	integrations	pricing_availability	cta	proof_trust_cases	faq_subtopics	author_freshness	internal_link_pattern	structured_data_observed	evidence_locator	claim_confidence	octoport_overlap	octoport_difference	notes
M4B1P0058	M4B1U0063	REG038	Sellermoon	RECURRING_PRODUCT_VENDOR	https://sellermoon.ru/faq/wildberries/chto-prodavat-na-wb-v-2024-2025-godu	2026-09-18T05:12:11.016Z	ARTICLE_GUIDE	sellermoon.ru	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	## Анализ ниши | ## Выберите маркетплейс: | ## Выберите категорию: | ## Выберите период: | ## Почему в 2024-2025 году выгодно продавать на Wildberries | ## Целевая аудитория ВБ | ## Увеличьте продажи в 3 раза на маркетплейсах Wildberries и Ozon | ## SELLER MOON — сервис автоматизации аналитики и продвижения товаров на маркетплейсах. | ## Быстрая регистрация за 1 минуту | ## Что продается на ВБ в 2024 году? | ## Какие товары нельзя продавать на ВБ? | ## Увеличьте продажи в 3 раза на маркетплейсах Wildberries и Ozon	NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | YANDEX_MARKET	GENERIC_AI	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER	ORDERS | SALES | STOCKS | ADS | SEARCH_TERMS | FINANCE | COMPETITOR_OR_NICHE	COMPETITOR_CLAIM: SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER	COMPETITOR_CLAIM: CREATIVE_GENERATION_COMPETITOR_CLAIM	WILDBERRIES | OZON | YANDEX_MARKET | GENERIC_AI	PUBLIC_PRICE_OR_TRIAL_MENTION	REGISTER	CASES_OR_TESTIMONIALS | SECURITY_CLAIM	FAQ_OBSERVED	yesterday	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://sellermoon.ru/faq/wildberries/chto-prodavat-na-wb-v-2024-2025-godu ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Creative generation differs from Octoport core mechanism	ACCEPTED_ANCHOR; all claims remain COMPETITOR_CLAIM
M4B1P0059	M4B1U0065	REG038	Sellermoon	RECURRING_PRODUCT_VENDOR	https://sellermoon.ru/faq/wildberries/kuda-vpisyvat-klyuchevye-slova-na-wildberries	2026-09-18T05:12:11.016Z	ARTICLE_GUIDE	sellermoon.ru	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	## Подбор запросов для карточки товара | ## Выберите маркетплейс: | ## Укажите ссылку на ваш товар, список конкурентов или список маркерных запросов: | ## Что такое ключевые слова и почему они важны для Вайлдберриз? | ## Какие поля индексируются в карточке товара Вайлдберриз? | ## Где писать ключевые слова в Wildberries: основные места и правила размещения | ### Наименование товара (название) | ### Основное описание товара | ### Характеристики товаров | ## Увеличьте продажи в 3 раза на маркетплейсах Wildberries и Ozon | ## SELLER MOON — сервис автоматизации аналитики и продвижения товаров на маркетплейсах. | ## Быстрая регистрация за 1 минуту	NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON	GENERIC_AI	SELLER_ANALYTICS | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER	SALES | REVIEWS | SEARCH_TERMS | COMPETITOR_OR_NICHE	COMPETITOR_CLAIM: SELLER_ANALYTICS | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER	COMPETITOR_CLAIM: WRITE_OR_AUTOMATION_COMPETITOR_CLAIM	WILDBERRIES | OZON | GENERIC_AI	PUBLIC_PRICE_OR_TRIAL_MENTION	REGISTER	API_OR_PARTNER_CLAIM | SECURITY_CLAIM	FAQ_OBSERVED	today	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://sellermoon.ru/faq/wildberries/kuda-vpisyvat-klyuchevye-slova-na-wildberries ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Competitor claims write-back/automation beyond Octoport read/analysis launch	ACCEPTED_ANCHOR; all claims remain COMPETITOR_CLAIM
M4B1P0060	M4B1U0068	REG038	Sellermoon	RECURRING_PRODUCT_VENDOR	https://sellermoon.ru/faq/wildberries/podbor-klyuchevyh-slov-dlya-wildberries	2026-09-18T05:12:11.016Z	ARTICLE_GUIDE	sellermoon.ru	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	## Подбор запросов для карточки товара | ## Выберите маркетплейс: | ## Укажите ссылку на ваш товар, список конкурентов или список маркерных запросов: | ## Что такое ключевые слова и зачем нужны для Wildberries? | ## Почему важно оптимизировать карточки товара? | ## Где искать ключевые слова для Wildberries: основные способы и инструменты | ### Бесплатные инструменты Wildberries | ### Карточки конкурентов | ### Яндекс.Wordstat | ## Поиск поисковых запросов для товара онлайн | ### Видео по работе с инструментом | ### L397:	NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON	GENERIC_AI	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER	ORDERS | SALES | STOCKS | ADS | REVIEWS | SEARCH_TERMS | FINANCE | COMPETITOR_OR_NICHE	COMPETITOR_CLAIM: SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER	COMPETITOR_CLAIM: CREATIVE_GENERATION_COMPETITOR_CLAIM	WILDBERRIES | OZON | GENERIC_AI	PUBLIC_PRICE_OR_TRIAL_MENTION	TRY | REGISTER	API_OR_PARTNER_CLAIM	FAQ_OBSERVED	yesterday	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://sellermoon.ru/faq/wildberries/podbor-klyuchevyh-slov-dlya-wildberries ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Creative generation differs from Octoport core mechanism	ACCEPTED_ANCHOR; all claims remain COMPETITOR_CLAIM
M4B1P0061	M4B1U0070	REG038	Sellermoon	RECURRING_PRODUCT_VENDOR	https://sellermoon.ru/faq/wildberries/seo-optimizaciya-kartochek-tovara-na-wildberries	2026-09-18T05:12:11.016Z	ARTICLE_GUIDE	sellermoon.ru	NOT_OBSERVED_IN_CAPTURE	NOT_OBSERVED_IN_CAPTURE	## Оптимизация карточки товара | ## Почему SEO важно для Wildberries? | ## Как работает алгоритм ранжирования WB | ### Факторы ранжирования Wildberries и уровень их влияния | ## Поиск и подбор поисковых запросов: инструменты и методы | ### Прямые и непрямые вхождения ключевых слов | ### Стратегия использования вхождений | ### Оптимизация карточки: от заголовка до описания	NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON	GENERIC_AI	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER	ORDERS | SALES | ADS | REVIEWS | SEARCH_TERMS | FINANCE | COMPETITOR_OR_NICHE	COMPETITOR_CLAIM: SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER	COMPETITOR_CLAIM: WRITE_OR_AUTOMATION_COMPETITOR_CLAIM	WILDBERRIES | OZON | GENERIC_AI	PUBLIC_PRICE_OR_TRIAL_MENTION	NOT_OBSERVED	CASES_OR_TESTIMONIALS	FAQ_OBSERVED	yesterday	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://sellermoon.ru/faq/wildberries/seo-optimizaciya-kartochek-tovara-na-wildberries ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Competitor claims write-back/automation beyond Octoport read/analysis launch	ACCEPTED_ANCHOR; all claims remain COMPETITOR_CLAIM
M4B1P0062	M4B1U0071	REG039	Sellerstats	RELEVANT_ONE_OFF_PRODUCT_VENDOR	https://sellerstats.ru/	2026-09-18T05:01:15.880Z	HOME_PRODUCT_PAGE	SellerStats - Умная аналитика продаж на маркетплейсах Wildberries, Ozon и Яндекс Маркет	NOT_OBSERVED_IN_CAPTURE	Умная аналитика продаж на маркетплейсах Вайлдберриз, Озон и Яндекс Маркет	### Отслеживайте конкурентов | ### Находите тренды | ### Увеличивайте продажи | ## Видео-обзор | ## Возможности сервиса SellerStats | ### Товары | ### Категории | ### Продавцы | ### Бренды | ### Поисковые запросы и SEO | ### Подбор ниши | ### API кабинет продавца	NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | YANDEX_MARKET	NOT_OBSERVED	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	ORDERS | SALES | STOCKS | ADS | REVIEWS | SEARCH_TERMS | FINANCE | COMPETITOR_OR_NICHE	COMPETITOR_CLAIM: SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	COMPETITOR_CLAIM: WRITE_OR_AUTOMATION_COMPETITOR_CLAIM	WILDBERRIES | OZON | YANDEX_MARKET	PUBLIC_PRICE_OR_TRIAL_MENTION	TRY | REGISTER	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM | SECURITY_CLAIM	NOT_OBSERVED_IN_CAPTURE	today	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://sellerstats.ru/ ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Competitor claims write-back/automation beyond Octoport read/analysis launch	ACCEPTED_ANCHOR; all claims remain COMPETITOR_CLAIM
M4B1P0063	M4B1U0072	REG040	Sellmonitor	RECURRING_PRODUCT_VENDOR	https://sellmonitor.com/	2026-09-18T05:01:15.880Z	HOME_PRODUCT_PAGE	Sellmonitor — аналитика маркетплейсов для профессионалов: мониторинг конкурентов, тренды, цены	NOT_OBSERVED_IN_CAPTURE	Подними свои продажи на маркетплейсах	## Чем поможет Sellmonitor? | ## Возможности Sellmonitor | ## Попробуйте бесплатное расширение Sellmonitor | ## Умные инструменты помогут продавать больше | ## Нужна помощь эксперта? | ## Почему нас выбирают? | ## Тариф, который подойдёт вам | ### Базовый | ### Расширенный | ### Доп. площадка: Яндекс Маркет | ## Sellmonitor — партнёр Яндекс Маркета | ## Доверьте CDEK логистику до маркетплейсов	NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | YANDEX_MARKET	GENERIC_AI	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER	ORDERS | SALES | STOCKS | ADS | REVIEWS | SEARCH_TERMS | FINANCE | COMPETITOR_OR_NICHE	COMPETITOR_CLAIM: SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER	COMPETITOR_CLAIM: WRITE_OR_AUTOMATION_COMPETITOR_CLAIM	WILDBERRIES | OZON | YANDEX_MARKET | GENERIC_AI	PUBLIC_PRICE_OR_TRIAL_MENTION	TRY | REGISTER | BUY_OR_LEAD	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM	FAQ_OBSERVED	today	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://sellmonitor.com/ ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Competitor claims write-back/automation beyond Octoport read/analysis launch	ACCEPTED_ANCHOR; all claims remain COMPETITOR_CLAIM
M4B1P0064	M4B1U0073	REG040	Sellmonitor	RECURRING_PRODUCT_VENDOR	https://sellmonitor.com/blog/seo-kak-sobrat-klyuchevye-slova-i-nastroit-seo-dlya-wildberries/	2026-09-18T05:12:11.016Z	ARTICLE_GUIDE	Всё о SEO: как собрать ключевые слова и настроить SEO для Wildberries | Sellmonitor	NOT_OBSERVED_IN_CAPTURE	Всё о SEO: как собрать ключевые слова и настроить SEO для Wildberries	## Что такое SEO на Wildberries и зачем оно нужно | ## Что важно учитывать при подборе ключей | ### Как думает покупатель | ### Почему не стоит упираться в ВЧ-запросы | ## Как подобрать ключевые запросы для карточки товара | ## Генератор SEO-описаний в Sellmonitor: от ключей — к тексту | ## Инструкция по SEO-оптимизации карточек на маркетплейсе | ### ✔️ Характеристики: основа для индексирования | ### ✔️ Текст и описание: живой язык + ключи | ### ✔️ Название товара: без лишнего дублирования | ### ✔️ Реклама: только целевые ключи | ## Заключение	NOT_OBSERVED_IN_CAPTURE	WILDBERRIES	NOT_OBSERVED	SELLER_ANALYTICS | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER	ORDERS | SALES | STOCKS | ADS | SEARCH_TERMS | COMPETITOR_OR_NICHE	COMPETITOR_CLAIM: SELLER_ANALYTICS | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER	COMPETITOR_CLAIM: WRITE_OR_AUTOMATION_COMPETITOR_CLAIM	WILDBERRIES	PUBLIC_PRICE_OR_TRIAL_MENTION	TRY	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM	NOT_OBSERVED_IN_CAPTURE	today	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://sellmonitor.com/blog/seo-kak-sobrat-klyuchevye-slova-i-nastroit-seo-dlya-wildberries/ ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Competitor claims write-back/automation beyond Octoport read/analysis launch	ACCEPTED_ANCHOR; all claims remain COMPETITOR_CLAIM
M4B1P0065	M4B1U0074	REG041	Sellper	RECURRING_PRODUCT_VENDOR	https://sellper.ru/	2026-09-18T05:01:15.880Z	HOME_PRODUCT_PAGE	Сервис оцифровки маркетплейсов WB и Ozon | Sellper	NOT_OBSERVED_IN_CAPTURE	Sellper - сервис оцифровки маркетплейсов WB и Ozon	## Аналитика маржинальности | ## Аналитика заказов | ## Рука на пульсе (РнП) | ## Отчёт о прибыли | ## Сборка заказов FBS | ## Разработано для менеджеров | ## Расшифровка | ## Аналитика продаж | ## Рука | ## Аналитика заказов | ## Отчёт | ## Печать этикеток	NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON | YANDEX_MARKET	NOT_OBSERVED	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	ORDERS | SALES | STOCKS | ADS | REVIEWS | FINANCE | COMPETITOR_OR_NICHE	COMPETITOR_CLAIM: SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	COMPETITOR_CLAIM: READ_ANALYZE_RECOMMEND_OR_MIXED_COMPETITOR_CLAIM	WILDBERRIES | OZON | YANDEX_MARKET	PUBLIC_PRICE_OR_TRIAL_MENTION	TRY | REGISTER | CONNECT	API_OR_PARTNER_CLAIM | SECURITY_CLAIM	NOT_OBSERVED_IN_CAPTURE	today	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://sellper.ru/ ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Product scope, implementation and proof differ; no transfer to Octoport truth	ACCEPTED_ANCHOR; all claims remain COMPETITOR_CLAIM
M4B1P0066	M4B1U0075	REG042	Selsup	RECURRING_PRODUCT_VENDOR	https://selsup.ru/blog/ii-ofis-dlya-sellerov-i-marketplejsov/	2026-09-18T05:01:15.880Z	ARTICLE_GUIDE	ИИ для селлеров: ИИ-офис и агенты маркетплейсов	NOT_OBSERVED_IN_CAPTURE	ИИ-офис для селлеров: как агенты управляют процессами маркетплейсов	## Коротко: чем ИИ‑офис отличается от набора нейросетей | ## Как устроен ИИ‑офис селлера | ## Пять процессов маркетплейсов, с которых есть смысл начинать | ### 1. Ежедневный контроль прибыли и отклонений | ### 2. Сверка выплат и поиск скрытых удержаний | ### 3. Прогноз дефицита и подготовка поставки | ### 4. Реклама с защитой маржи | ### 5. Контент, отзывы и карточки | ## Лестница автономности: не давайте агенту всё сразу | ## Какие данные нужны до запуска | ## План первого пилота на 30 дней | ## Чек‑лист безопасного запуска	NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON	AI_AGENT	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER	ORDERS | SALES | STOCKS | ADS | REVIEWS | FINANCE	COMPETITOR_CLAIM: SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP | AI_OR_DIGITAL_HELPER	COMPETITOR_CLAIM: WRITE_OR_AUTOMATION_COMPETITOR_CLAIM	WILDBERRIES | OZON | AI_AGENT	PUBLIC_PRICE_OR_TRIAL_MENTION	DEMO | TRY | CONNECT	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM | SECURITY_CLAIM	FAQ_OBSERVED	2 days ago	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://selsup.ru/blog/ii-ofis-dlya-sellerov-i-marketplejsov/ ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Competitor claims write-back/automation beyond Octoport read/analysis launch	ACCEPTED_ANCHOR; all claims remain COMPETITOR_CLAIM
M4B1P0067	M4B1U0076	REG042	Selsup	RECURRING_PRODUCT_VENDOR	https://selsup.ru/blog/kak-pravilno-sozdat-kartochku-tovara-na-wildberries-v-2024-godu-poshagovaya-instruktsiya/	2026-09-18T05:12:11.016Z	ARTICLE_GUIDE	Как создать карточку товара на Wildberries в 2026 году	NOT_OBSERVED_IN_CAPTURE	Как создать карточку товара на Wildberries в 2026 году: пошаговая инструкция	## Что подготовить до создания карточки | ## Шаги 1–2. Откройте форму и заполните основные данные | ## Шаги 3–4. Заполните свойства и описание | ## Шаги 5–6. Укажите цену, размеры и баркоды | ## Шаги 7–9. Добавьте упаковку, документы, медиа и сохраните карточку | ## Частые ошибки при создании карточки | ## Контрольный чек-лист перед первой поставкой | ## Частые вопросы | ## Продолжайте читать и смотреть | ## Посмотрите, как SelSup работает на ваших задачах	NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON	GENERIC_AI	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	ORDERS | SALES | STOCKS | ADS | REVIEWS | SEARCH_TERMS | FINANCE | COMPETITOR_OR_NICHE	COMPETITOR_CLAIM: SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	COMPETITOR_CLAIM: WRITE_OR_AUTOMATION_COMPETITOR_CLAIM	WILDBERRIES | OZON | GENERIC_AI	PUBLIC_PRICE_OR_TRIAL_MENTION	DEMO | TRY	CASES_OR_TESTIMONIALS	FAQ_OBSERVED	today	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://selsup.ru/blog/kak-pravilno-sozdat-kartochku-tovara-na-wildberries-v-2024-godu-poshagovaya-instruktsiya/ ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Competitor claims write-back/automation beyond Octoport read/analysis launch	ACCEPTED_ANCHOR; all claims remain COMPETITOR_CLAIM
M4B1P0068	M4B1U0077	REG042	Selsup	RECURRING_PRODUCT_VENDOR	https://selsup.ru/blog/kak-stat-prodavtsom-na-wildberries-poshagovaya-instruktsiya-po-registratsii-v-lichnom-kabinete/	2026-09-18T05:12:11.016Z	ARTICLE_GUIDE	Как стать продавцом на Wildberries в 2026 году: пошагово	NOT_OBSERVED_IN_CAPTURE	Как стать продавцом на Wildberries в 2026 году	## Что подготовить до регистрации на Wildberries | ## Кто может стать продавцом Wildberries | ## Как проверить товар, документы и маркировку | ## Как выбрать схему работы и логистику | ## Как рассчитать бюджет и прибыль до старта | ## Что вы получаете и чем за это платите | ## Как зарегистрироваться на WB Partners | ## Что настроить после активации кабинета | ## Кому Wildberries подходит, а кому нет | ### Подходит, если | ### Не подходит, если | ## Частые ошибки на старте	NOT_OBSERVED_IN_CAPTURE	WILDBERRIES | OZON	NOT_OBSERVED	SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	ORDERS | SALES | STOCKS | ADS | REVIEWS | FINANCE | COMPETITOR_OR_NICHE	COMPETITOR_CLAIM: SELLER_ANALYTICS | REPORTING_FINANCE | AD_ANALYTICS_OR_AUTOMATION | PRODUCT_CARD_OR_CONTENT | SEARCH_OR_NICHE_ANALYTICS | INTEGRATION_CONNECTION | REVIEWS_SUPPORT | INVENTORY_SUPPLY | PRICING_REPRICING | SELLER_PROCEDURAL_HELP	COMPETITOR_CLAIM: WRITE_OR_AUTOMATION_COMPETITOR_CLAIM	WILDBERRIES | OZON	PUBLIC_PRICE_OR_TRIAL_MENTION	DEMO | TRY | REGISTER | BUY_OR_LEAD	CASES_OR_TESTIMONIALS | API_OR_PARTNER_CLAIM	FAQ_OBSERVED	today	PAGE_READER_LINK_TARGETS_NOT_ENUMERATED	NOT_OBSERVED_IN_CAPTURE	https://selsup.ru/blog/kak-stat-prodavtsom-na-wildberries-poshagovaya-instruktsiya-po-registratsii-v-lichnom-kabinete/ ; public capture 2026-09-18 ; title/headings/visible text	HIGH	Overlaps seller task/analytics/help entrances; competitor evidence only	Competitor claims write-back/automation beyond Octoport read/analysis launch	ACCEPTED_ANCHOR; all claims remain COMPETITOR_CLAIM
